Frame,Time,Traffic Signal Status,Tracker ID,Class,Jaywalking,Center(x),Center(y),GPS(lat),GPS(lon),Marker
166,1652373135.0676353,green,5,car,NA,4,284,38.90323090290667,-77.0261195992377,3
166,1652373135.0686328,green,23,person,Not Jaywalking,8,334,38.90344669035557,-77.02588587213666,3
166,1652373135.0706272,green,24,car,NA,485,254,38.91504826222549,-77.06450833153002,0
166,1652373135.074618,green,27,car,NA,377,291,38.90360686140069,-77.02612284682115,0
166,1652373135.0756228,green,28,car,NA,378,290,38.90360848228429,-77.0261335473141,0
166,1652373135.0835953,green,30,car,NA,342,480,38.90357922770562,-77.02580126436547,0
166,1652373135.088581,green,31,car,NA,375,289,38.90360658214846,-77.02614400419439,0
167,1652373135.760534,green,5,car,NA,4,284,38.90323090290667,-77.0261195992377,3
167,1652373135.760534,green,23,person,Not Jaywalking,4,335,38.90344675928218,-77.025883744731,3
167,1652373135.7625277,green,27,car,NA,366,294,38.90359614942906,-77.02609245116916,0
167,1652373135.7655203,green,28,car,NA,376,288,38.90360828838845,-77.0261559339444,0
168,1652373136.435243,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
168,1652373136.435243,green,23,person,NA,0,334,38.90344356297442,-77.02588518549324,3
168,1652373136.4372375,green,27,car,NA,358,296,38.90358934955271,-77.02607446549949,0
168,1652373136.4412267,green,28,car,NA,371,293,38.90360062005623,-77.0261023182248,0
168,1652373136.4412267,green,32,car,NA,395,412,38.90358976663492,-77.02583044634447,1
169,1652373137.1338131,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
169,1652373137.1338131,green,27,car,NA,349,300,38.903582326079956,-77.02604425290293,0
169,1652373137.1368082,green,28,car,NA,366,296,38.903595376634215,-77.02607585085701,0
169,1652373137.1397994,green,31,car,NA,366,296,38.903595376634215,-77.02607585085701,0
169,1652373137.140797,green,32,car,NA,407,396,38.90359360388486,-77.02584134254921,1
170,1652373137.829953,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
170,1652373137.829953,green,27,car,NA,342,301,38.90357755738701,-77.02603676782552,2
170,1652373137.8319478,green,28,car,NA,360,299,38.90359012102188,-77.02605271349188,0
170,1652373137.8359385,green,31,car,NA,364,297,38.90359354414943,-77.02606778350594,0
170,1652373137.8359385,green,32,car,NA,416,378,38.903597939737345,-77.02585670266613,1
171,1652373138.5658665,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
171,1652373138.5668619,green,27,car,NA,336,303,38.90357376752542,-77.02602388518328,2
171,1652373138.5688572,green,28,car,NA,353,302,38.90358485616445,-77.02603229074779,0
171,1652373138.57185,green,31,car,NA,354,301,38.9035856386689,-77.02603860682633,0
171,1652373138.572848,green,32,car,NA,426,366,38.903602744774936,-77.02586992292181,1
172,1652373139.296911,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
172,1652373139.2989051,green,28,car,NA,347,305,38.90358082673967,-77.02601439095187,0
172,1652373139.2999022,green,31,car,NA,342,305,38.90357772107513,-77.02601368892141,0
172,1652373139.3038914,green,32,car,NA,433,360,38.90360615798031,-77.0258777830557,0
172,1652373139.3038914,green,34,car,NA,152,480,38.90355236703969,-77.02579556697707,3
173,1652373140.0179806,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
173,1652373140.0179806,green,28,car,NA,339,307,38.903576000352075,-77.02600303478492,0
173,1652373140.0199785,green,31,car,NA,339,307,38.903576000352075,-77.02600303478492,0
173,1652373140.0229702,green,32,car,NA,438,350,38.90361056938116,-77.02589257737188,0
173,1652373140.023967,green,34,car,NA,200,479,38.9035590531244,-77.02579726322578,3
174,1652373140.7219713,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
174,1652373140.7229714,green,28,car,NA,332,311,38.90357236178378,-77.02598382418662,0
174,1652373140.724964,green,32,car,NA,442,343,38.90361442443583,-77.02590494216943,0
174,1652373140.729956,green,34,car,NA,222,479,38.903562174966964,-77.02579792545356,3
175,1652373141.447551,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
175,1652373141.448548,green,28,car,NA,325,315,38.90356919651233,-77.02596711245998,0
175,1652373141.450542,green,32,car,NA,447,336,38.903619324969945,-77.02591949401422,0
176,1652373142.192786,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
176,1652373142.1937845,green,28,car,NA,316,318,38.903565222254066,-77.02595552564497,3
176,1652373142.1967688,green,32,car,NA,451,329,38.90362470933671,-77.02593665565308,0
176,1652373142.204746,green,35,car,NA,301,415,38.903570912581,-77.02582474928309,1
177,1652373142.9288092,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
177,1652373142.9298067,green,28,car,NA,307,322,38.90356186488224,-77.02594196893217,3
177,1652373142.9318013,green,32,car,NA,456,324,38.90363019080754,-77.02595122096886,0
177,1652373142.9347925,green,35,car,NA,324,397,38.90357495012343,-77.025836646098,1
178,1652373143.655895,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
178,1652373143.656894,green,28,car,NA,298,326,38.903558878275554,-77.02592990932983,3
178,1652373143.6588888,green,32,car,NA,458,318,38.90363589354253,-77.02597124432259,2
178,1652373143.6618829,green,35,car,NA,345,379,38.903579636380435,-77.02585184971134,1
179,1652373144.3350804,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
179,1652373144.3360794,green,28,car,NA,287,330,38.903555369525854,-77.02591892804897,3
179,1652373144.3380733,green,32,car,NA,460,315,38.903639687391134,-77.02598284047191,2
179,1652373144.3410637,green,35,car,NA,359,368,38.903583553069346,-77.02586356713762,1
180,1652373144.9947119,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
180,1652373144.9957085,green,28,car,NA,274,335,38.90355176241523,-77.02590678420168,3
180,1652373144.996706,green,32,car,NA,463,311,38.90364555031437,-77.02600023088263,2
180,1652373145.0006952,green,35,car,NA,372,360,38.903587759407,-77.02587379535383,0
181,1652373145.6639717,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
181,1652373145.6649706,green,28,car,NA,262,340,38.903548941707896,-77.02589612674375,3
181,1652373145.6669655,green,32,car,NA,466,307,38.90365229244543,-77.02602022917067,2
181,1652373145.6699598,green,35,car,NA,383,349,38.90359238567629,-77.02589016085678,0
182,1652373146.3222158,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
182,1652373146.324209,green,28,car,NA,247,345,38.90354538366956,-77.02588640682356,3
182,1652373146.3271995,green,32,car,NA,468,304,38.90365789209979,-77.02603727699983,2
182,1652373146.331191,green,35,car,NA,392,342,38.903596654687405,-77.02590285427526,0
183,1652373147.0004406,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
183,1652373147.0004406,green,28,car,NA,232,350,38.90354219504456,-77.02587769607408,3
183,1652373147.0024354,green,32,car,NA,470,301,38.90366420121985,-77.02605648475691,2
183,1652373147.0064251,green,35,car,NA,399,335,38.903600870097826,-77.02591755926123,0
184,1652373147.7025652,green,5,car,NA,7,285,38.90324457350364,-77.02610852891853,3
184,1652373147.7035618,green,28,car,NA,216,357,38.903539789435875,-77.02586725162551,3
184,1652373147.7055562,green,32,car,NA,472,299,38.90366934496944,-77.0260708098084,2
184,1652373147.7095451,green,35,car,NA,406,328,38.90360587871794,-77.02593503127011,0
185,1652373148.4403765,green,5,car,NA,7,285,38.90324457350364,-77.02610852891853,3
185,1652373148.441375,green,7,person,NA,7,285,38.90324457350364,-77.02610852891853,0
185,1652373148.443369,green,28,car,NA,196,363,38.9035361427827,-77.02585896636317,3
185,1652373148.4463594,green,32,car,NA,472,296,38.90367568688114,-77.02609431060618,2
185,1652373148.4473577,green,35,car,NA,412,323,38.9036105374636,-77.0259497715708,0
186,1652373149.1624439,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
186,1652373149.1634414,green,7,person,NA,7,285,38.90324457350364,-77.02610852891853,0
186,1652373149.1664352,green,28,car,NA,178,370,38.9035338226775,-77.02585069634127,3
186,1652373149.1694238,green,32,car,NA,474,296,38.90367721028422,-77.0260946607686,2
186,1652373149.170424,green,35,car,NA,418,318,38.90361591995445,-77.02596680180575,2
187,1652373149.8795996,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
187,1652373149.8805966,green,28,car,NA,157,379,38.90353176419183,-77.02584153721212,3
187,1652373149.881593,green,32,car,NA,476,294,38.903683636743594,-77.02611265463335,0
187,1652373149.8855848,green,35,car,NA,423,315,38.90362030293875,-77.025978515389,2
188,1652373150.6156297,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
188,1652373150.6156297,green,28,car,NA,133,389,38.90352964106916,-77.02583275409742,3
188,1652373150.618624,green,32,car,NA,477,293,38.90368709509819,-77.02612233790687,0
188,1652373150.6295974,green,35,car,NA,428,311,38.90362592747278,-77.02599583202402,2
189,1652373151.3481882,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
189,1652373151.3491871,green,28,car,NA,120,400,38.90353055400369,-77.02582510259256,3
189,1652373151.3501828,green,32,car,NA,478,289,38.903700144229944,-77.02616591120687,0
189,1652373151.3541732,green,35,car,NA,432,307,38.903631793116645,-77.02601560911958,2
190,1652373152.0672996,green,28,car,NA,106,415,38.903532334352334,-77.02581650264445,3
190,1652373152.068298,green,32,car,NA,479,287,38.90370832590231,-77.02619172729317,0
190,1652373152.0702915,green,35,car,NA,436,304,38.90363744166451,-77.02603264692652,2
191,1652373152.800961,green,24,car,NA,485,252,38.90078810559881,-77.01630156450108,0
191,1652373152.8019576,green,28,car,NA,95,403,38.90352620884,-77.02582223164748,3
191,1652373152.8039556,green,32,car,NA,481,283,38.90372803222495,-77.02625390774982,0
191,1652373152.8069437,green,35,car,NA,439,301,38.90364312701281,-77.02605168904697,2
192,1652373153.519555,green,24,car,NA,485,251,38.901858294741196,-77.01991936197845,0
192,1652373153.5205538,green,28,car,NA,84,402,38.903523492412944,-77.02582228741929,3
192,1652373153.5225523,green,32,car,NA,481,285,38.90371858255622,-77.02622108027121,0
192,1652373153.526541,green,35,car,NA,441,298,38.903648855816044,-77.02607313914443,2
193,1652373154.2323804,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
193,1652373154.233379,green,28,car,NA,72,406,38.9035224541459,-77.02581956442779,3
193,1652373154.2353761,green,32,car,NA,482,284,38.90372421806865,-77.02623720824779,0
193,1652373154.2393637,green,35,car,NA,444,296,38.90365439091942,-77.02608941561289,2
194,1652373154.9729161,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
194,1652373154.9739125,green,32,car,NA,484,281,38.903742414082934,-77.02629238625715,0
194,1652373154.9759085,green,35,car,NA,447,294,38.903660474811396,-77.02610730584345,2
195,1652373155.6991792,green,32,car,NA,485,279,38.90375651053498,-77.02633632140905,0
195,1652373155.7001784,green,35,car,NA,449,292,38.90366635396384,-77.02612686751486,0
196,1652373156.4111245,green,32,car,NA,486,283,38.903733547375296,-77.02625522824204,0
196,1652373156.4121208,green,35,car,NA,451,288,38.90367828849812,-77.02617237683783,0
